finding_id,study_id,publication_id,doi,publication_year,primary_research_family,outcome,outcome_family,statement,about_ids,n_values
Pc3246dad1aec:F2,Pc3246dad1aec:S1,doi:10.1186/s12955-019-1243-5,10.1186/s12955-019-1243-5,2019,HEALTH_OUTCOME_RESEARCH,Reporting of problems in each EQ-5D-5L dimension,HEALTH_STATUS_OR_EQ_VAS,"Most respondents reported no problems with mobility, self-care and usual activities, while pain/discomfort and anxiety/depression were the dimensions most often reporting problems.",Pc3246dad1aec:OU3,5
Pc3246dad1aec:F3,Pc3246dad1aec:S1,doi:10.1186/s12955-019-1243-5,10.1186/s12955-019-1243-5,2019,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L index score (Canadian value set),HEALTH_STATUS_OR_EQ_VAS,"Mean EQ-5D-5L index and EQ VAS scores fell steadily as deprivation increased on both the CDI and the ODI, and all differences were statistically significant (p < 0.001).",Pc3246dad1aec:OU1 | Pc3246dad1aec:OU2,4
Pc3246dad1aec:F4,Pc3246dad1aec:S1,doi:10.1186/s12955-019-1243-5,10.1186/s12955-019-1243-5,2019,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L index score (Canadian value set),HEALTH_STATUS_OR_EQ_VAS,"The difference in mean EQ-5D-5L index score between the least well-off and the most well-off was 0.17 on both indices, a large difference (effect size 1.21) that exceeds the reported minimally important difference of 0.04.",Pc3246dad1aec:OU1,1
Pc3246dad1aec:F5,Pc3246dad1aec:S1,doi:10.1186/s12955-019-1243-5,10.1186/s12955-019-1243-5,2019,HEALTH_OUTCOME_RESEARCH,,,"Correlations between the deprivation indices and the EQ-5D-5L dimensions, index and VAS scores were absent to poor.",,1
Pc3246dad1aec:F6,Pc3246dad1aec:S1,doi:10.1186/s12955-019-1243-5,10.1186/s12955-019-1243-5,2019,HEALTH_OUTCOME_RESEARCH,Reporting of problems in each EQ-5D-5L dimension,HEALTH_STATUS_OR_EQ_VAS,"In adjusted logistic regression, the least well-off respondents had a higher likelihood of reporting problems in every EQ-5D-5L dimension, with the largest odds ratio for mobility and the smallest for anxiety/depression on the CDI.",Pc3246dad1aec:OU3,6
Pc3246dad1aec:F7,Pc3246dad1aec:S1,doi:10.1186/s12955-019-1243-5,10.1186/s12955-019-1243-5,2019,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L index score (Canadian value set),HEALTH_STATUS_OR_EQ_VAS,"In adjusted linear regression, the least well-off had lower EQ-5D-5L index and EQ VAS scores than the most well-off on both deprivation indices.",Pc3246dad1aec:OU1 | Pc3246dad1aec:OU2,4
Pc392f9662bf5:FI1,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,"Quality-control indicators: flagged interviews, nontraders, inconsistency and TTO task duration by literacy level",METHOD_PERFORMANCE_OR_DATA_QUALITY,"Both literate and illiterate respondents completed the cTTO and DCE tasks, and quality-control indicators were similar between the two groups, with a lower percentage of flagged interviews among illiterate respondents.",Pc392f9662bf5:OC2,2
Pc392f9662bf5:FI10,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,Respondent experience of the TTO and DCE tasks and of the graphical illustrations,USABILITY_OR_ACCEPTABILITY,"Illiterate respondents found the graphical illustrations useful but time consuming, and suggested displaying them on the computer screen within the EQ-PVT platform rather than in a printed booklet.",Pc392f9662bf5:OC6,0
Pc392f9662bf5:FI2,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,"Quality-control indicators: flagged interviews, nontraders, inconsistency and TTO task duration by literacy level",METHOD_PERFORMANCE_OR_DATA_QUALITY,"The number of nontraders was slightly higher among illiterate respondents but the difference was not significant, and the percentage of health states valued as worse than dead was lower among illiterate respondents.",Pc392f9662bf5:OC2,4
Pc392f9662bf5:FI3,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,"TTO values and their distribution, including states valued as worse than dead",PREFERENCE_OR_UTILITY,The range and distribution of TTO values were similar for the two literacy groups.,Pc392f9662bf5:OC3,4
Pc392f9662bf5:FI4,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,Conditional logit DCE coefficients and odds ratios for EQ-5D-3L dimension levels,PREFERENCE_OR_UTILITY,"In the conditional logit DCE models, usual activities had the highest impact on choice, followed by self-care and then anxiety/depression and mobility, with similar patterns but larger coefficient magnitudes among illiterate respondents.",Pc392f9662bf5:OC4,4
Pc392f9662bf5:FI5,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,Conditional logit DCE coefficients and odds ratios for EQ-5D-3L dimension levels,PREFERENCE_OR_UTILITY,"Odds ratios showed that severe problems in the EQ-5D dimensions strongly reduced the odds of choosing a health state, with the strongest effects for level 3 usual activities and level 3 mobility, and, among illiterate respondents, also for self-care problems.",Pc392f9662bf5:OC4,3
Pc392f9662bf5:FI6,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,Self-reported EQ-5D-3L and EQ-5D-5L response distributions and EQ VAS scores,HEALTH_STATUS_OR_EQ_VAS,"Responses were better distributed across levels on the EQ-5D-5L than on the EQ-5D-3L, especially for mobility, pain/discomfort and anxiety/depression, while EQ VAS scores did not differ between the two versions.",Pc392f9662bf5:OC5,2
Pc392f9662bf5:FI7,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,,,"Illiterate respondents were older, more often unemployed and rural, had lower education, income and self-reported health, and lived in larger households with fewer earners than literate respondents.",,2
Pc392f9662bf5:FI8,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,"Themes on religious, cultural and family considerations influencing trade-off choices",CONCEPTUAL_CLASSIFICATION,"Most literate and illiterate respondents reported that religion had no impact on their responses, whereas most illiterate respondents reported that cultural norms affected their answers, especially for self-care.",Pc392f9662bf5:OC7,1
Pc392f9662bf5:FI9,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,"Themes on religious, cultural and family considerations influencing trade-off choices",CONCEPTUAL_CLASSIFICATION,"Literate respondents said they thought first about themselves and then about family and the healthcare system when trading life-years, whereas illiterate respondents thought first about their family.",Pc392f9662bf5:OC7,0
Pc3cb299c01c3:find1,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,,,"The adapted EQ-VT 2.0 protocol was feasible for valuing EQ-HWB-S with cTTO and DCE by online videoconference. Participants generally understood the tasks and health states, and interviewers reported high understanding and engagement.",,2
Pc3cb299c01c3:find2,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,,,cTTO values covered the full permitted range and decreased as EQ-HWB-S state severity increased; negative values were common for severe states.,,3
Pc3cb299c01c3:find3,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,,,"No interviewer reached the protocol threshold for retraining or data removal. There were few nontraders and few DCE response patterns that suggested poor engagement, although 40 participants had an inconsistency involving the worst state.",,3
Pc3cb299c01c3:find4,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,,,"Predictions from the heteroskedastic Tobit cTTO model and heteroskedastic probit DCE model showed strong concordance, although dimension coefficients differed and several candidate models had disordered severity coefficients.",,1
Pc3cb299c01c3:find5,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,,,"The selected pilot value set used a hybrid heteroskedastic Tobit model with constrained ordered coefficients. Pain, mobility, daily activities, and sadness or depression had the largest disutilities, followed by loneliness, anxiety, exhaustion, control, and cognition.",,1
Pc3cb299c01c3:find6,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,,,"The achieved sample was broadly similar to the UK general population for age, sex, and ethnicity, but it was more highly educated and the recruitment target was not met.",,1
Pc3cb299c01c3:find7,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,,,"cTTO tasks took longer than the EQ-VT 2.0 minimum benchmark, but participants reported that the tasks were easy to understand even though decisions were difficult.",,2
Pc4b93c297af7:FI1,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,Self-reported EQ VAS rating of own health (0-100) and EQ-5D-Y-3L dimension level distribution,HEALTH_STATUS_OR_EQ_VAS,"Of the 243 possible EQ-5D-Y-3L health states, 92 were reported by the 6,468 adolescent respondents, and the mean EQ VAS score was 75.4.",Pc4b93c297af7:O2,3
Pc4b93c297af7:FI2,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,Self-reported EQ VAS rating of own health (0-100) and EQ-5D-Y-3L dimension level distribution,HEALTH_STATUS_OR_EQ_VAS,"Problems were most often reported in the dimension feeling worried, sad or unhappy, followed by having pain or discomfort; fewer than 5% reported any problems in mobility or looking after myself.",Pc4b93c297af7:O2,3
Pc4b93c297af7:FI3,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,"Predicted experience-based EQ VAS values for EQ-5D-Y-3L health states, and rescaled values on a 0-1 scale",PREFERENCE_OR_UTILITY,"In the preferred OLS main-effect model (Model 1) the largest VAS decrements were for feeling worried, sad or unhappy, followed by doing usual activities; monotonic consistency held across all dimensions.",Pc4b93c297af7:O1,4
Pc4b93c297af7:FI4,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,"Predicted experience-based EQ VAS values for EQ-5D-Y-3L health states, and rescaled values on a 0-1 scale",PREFERENCE_OR_UTILITY,"Coefficients for moving from level 2 to level 3 in mobility, looking after myself and doing usual activities were not statistically significant in the OLS models, and the added N2 interaction term was small but significant.",Pc4b93c297af7:O1,1
Pc4b93c297af7:FI5,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,"Model performance: monotonic consistency, adjusted R-squared, AIC/BIC, MAE, RMSE and Spearman correlation between observed and predicted VAS values",METHOD_PERFORMANCE_OR_DATA_QUALITY,"All four models (two OLS, two GLM) performed similarly on goodness of fit and prediction accuracy, so the simpler and more understandable OLS main-effect model was selected, and its performance held in a randomly split half sample.",Pc4b93c297af7:O3,4
Pc4b93c297af7:FI6,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,"Predicted experience-based EQ VAS values for EQ-5D-Y-3L health states, and rescaled values on a 0-1 scale",PREFERENCE_OR_UTILITY,"Anchoring the predicted values at the worst and best EQ-5D-Y-3L states gave a rescaled value for health state 33333 of 0.24, close to the Japanese value set (0.29) and to Wu et al. (0.38), while the Slovenian value set gave a negative value (-0.69).",Pc4b93c297af7:O1,4
Pc50a7678598a:F1,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,,,"The Spanish EQ-5D-Y-5L had few missing responses, which the authors judged acceptable feasibility.",,1
Pc50a7678598a:F2,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,,,"Both youth versions had high and similar ceiling effects in this healthy sample. The five-level version had only small reductions by dimension and for full health, with no reduction for usual activities.",,2
Pc50a7678598a:F3,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,,,"Absolute informativity was higher for EQ-5D-Y-5L in every dimension and for the overall system, but statistically significant differences were limited to feeling worried, sad, or unhappy and the overall system. Relative informativity decreased for most dimensions and increased for looking after myself.",,1
Pc50a7678598a:F4,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,,,"Most paired 3L-to-5L responses were consistent. Pain or discomfort had the largest reported inconsistency, and EQ VAS values decreased significantly as paired dimension severity increased.",,2
Pc50a7678598a:F5,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,,,"Correlations of both EQ-5D-Y versions with KIDSCREEN and the Cantril life satisfaction ladder were usually statistically significant but low, which left convergent validity in doubt. Corresponding 3L and 5L dimensions had moderate or high agreement.",,1
Pc50a7678598a:F6,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,,,"Test-retest agreement for EQ-5D-Y-5L was perfect for mobility and looking after myself, substantial for usual activities, moderate for pain or discomfort, and moderate for feeling worried, sad, or unhappy.",,4
Pc50a7678598a:F7,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,,,"Most respondents reported full health. The highest prevalence of problems was in pain or discomfort and feeling worried, sad, or unhappy, while severe problems were rare.",,1
Pc537939af06b:finding1,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L utility score calculated with the German value set,PREFERENCE_OR_UTILITY,The 433 analyzed patients had a mean German-value-set EQ-5D-5L utility score of 0.82.,Pc537939af06b:out1,1
Pc537939af06b:finding10,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,,,"Excluded patients tended to be older, to have more metastatic sites, and to receive fluoropyrimidine monotherapy more often than included patients, which indicated selective missingness among older or more severely ill patients.",Pc537939af06b:sample5,0
Pc537939af06b:finding11,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,,,"The study successfully added the EQ-5D-5L to an ongoing registry questionnaire and linked the responses to clinical registry data, which demonstrated that this form of additional data collection was feasible.",,0
Pc537939af06b:finding2,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L visual analogue scale score,HEALTH_STATUS_OR_EQ_VAS,The 433 analyzed patients had a mean EQ VAS score of 62.05.,Pc537939af06b:out2,1
Pc537939af06b:finding3,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,EORTC QLQ-C30 global health status/QoL score,HEALTH_STATUS_OR_EQ_VAS,The 433 analyzed patients had a mean EORTC QLQ-C30 global health status/QoL score of 56.66.,Pc537939af06b:out3,1
Pc537939af06b:finding4,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L dimension-level problem distribution,HEALTH_STATUS_OR_EQ_VAS,"Dimension responses showed substantial burden: pain or discomfort was reported by 60.5%, anxiety or depression by 56.4%, and problems with walking by about half; only 16.9% reported no problem in any EQ-5D-5L dimension.",Pc537939af06b:out4,3
Pc537939af06b:finding5,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L utility score calculated with the German value set,PREFERENCE_OR_UTILITY,"EQ-5D-5L utility, EQ VAS, and EORTC global health status/QoL scores were significantly correlated, but EQ VAS and EORTC scores had wider distributions than utility scores.",Pc537939af06b:out1 | Pc537939af06b:out2 | Pc537939af06b:out3,1
Pc537939af06b:finding6,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L utility score calculated with the German value set,PREFERENCE_OR_UTILITY,"In the Tobit model, hypertension, fatigue, and pain had statistically significant negative associations with EQ-5D-5L utility; marginal effects at the sample mean were small.",Pc537939af06b:factor2 | Pc537939af06b:factor3 | Pc537939af06b:factor4 | Pc537939af06b:out1,3
Pc537939af06b:finding7,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,,,"Fatigue and pain had negative associations in all three regression models. Most demographic characteristics, including age and sex, and most clinical characteristics did not have significant associations with HRQoL.",Pc537939af06b:factor2 | Pc537939af06b:factor3,0
Pc537939af06b:finding8,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L visual analogue scale score,HEALTH_STATUS_OR_EQ_VAS,"In the EQ VAS OLS model, second-line or later treatment, chronic gastric or bowel disease, fatigue, and pain had negative associations; questionnaire completion at 12 or 24 months and one prior progression had positive associations.",Pc537939af06b:factor5 | Pc537939af06b:out2,0
Pc537939af06b:finding9,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L utility score calculated with the German value set,PREFERENCE_OR_UTILITY,"Patients had lower HRQoL than published German general-population references, with a smaller difference for EQ-5D-5L utility than for EQ VAS.",Pc537939af06b:out1 | Pc537939af06b:out2,2
Pc53dd4adbe97:F1,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,,,"The best fitting country-specific transformation function varied across countries: Canada, the UK, Korea and Japan were best fitted by a square-root term of the latent utility, Spain, China and Thailand by a simple linear form, and the Netherlands by a linear plus cubic term.",Pc53dd4adbe97:MO2,3
Pc53dd4adbe97:F2,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,"Predictive precision of transformation functions (mean absolute error, adjusted R-squared)",METHOD_PERFORMANCE_OR_DATA_QUALITY,"The western regional generic transformation function fitted well and added little predictive error, whereas the eastern regional function fitted poorly and exceeded the acceptability threshold in all eastern countries except Korea.",Pc53dd4adbe97:MO3 | Pc53dd4adbe97:OC3,4
Pc53dd4adbe97:F3,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,"Predictive precision of transformation functions (mean absolute error, adjusted R-squared)",METHOD_PERFORMANCE_OR_DATA_QUALITY,"A single global generic transformation function was not acceptable: only the UK had an incremental mean absolute error below 0.02, Canada and China fell between 0.02 and 0.04, and all other countries exceeded 0.04.",Pc53dd4adbe97:MO4 | Pc53dd4adbe97:OC3,3
Pc53dd4adbe97:F4,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,TTO-derived mean health utilities for 86 EQ-5D-5L health states,PREFERENCE_OR_UTILITY,Scatterplots of mean observed TTO health utilities against mean predicted latent utilities for the 86 valued states diverged across countries; the four western countries were similar to each other and Japan was closer to the western countries than to its Asian neighbours.,Pc53dd4adbe97:OC1 | Pc53dd4adbe97:OC2,0
Pc53dd4adbe97:F5,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,Prevalence of suspicious DCE response patterns and clustering of cTTO responses at key values,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Response distributions differed by region: more cTTO values equal to 1 and equal to 0 in western countries, the Netherlands had 11% of cTTO scores at the minimum of -1, self-reported utilities were higher in eastern countries, and the prevalence of suspicious DCE response patterns was similar across countries.",Pc53dd4adbe97:OC4,2
Pc5fa68dfcef0:FD1,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L utility index,PREFERENCE_OR_UTILITY,Mean EQ-5D-5L utility was significantly lower in the QALY-MICI sample than in the French general population.,Pc5fa68dfcef0:O1,1
Pc5fa68dfcef0:FD10,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,SIBDQ inflammatory bowel disease-specific quality-of-life score,HEALTH_STATUS_OR_EQ_VAS,"SIBDQ scores did not differ by IBD subtype, but men reported higher SIBDQ scores than women after age adjustment.",Pc5fa68dfcef0:O4,2
Pc5fa68dfcef0:FD2,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,EQ VAS score,HEALTH_STATUS_OR_EQ_VAS,Mean EQ VAS was significantly lower in the QALY-MICI sample than in the French general population.,Pc5fa68dfcef0:O2,1
Pc5fa68dfcef0:FD3,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L dimension levels and health-state profiles,HEALTH_STATUS_OR_EQ_VAS,"Compared with French population norms, usual activities and anxiety/depression were the most affected EQ-5D-5L dimensions; pain/discomfort was also affected but its difference was not statistically significant.",Pc5fa68dfcef0:O3,0
Pc5fa68dfcef0:FD4,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L utility index,PREFERENCE_OR_UTILITY,"Utility and EQ VAS were higher for men than for women, but neither outcome differed significantly between Crohn's disease and ulcerative colitis.",Pc5fa68dfcef0:O1 | Pc5fa68dfcef0:O2,4
Pc5fa68dfcef0:FD5,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L utility index,PREFERENCE_OR_UTILITY,Utility was strongly positively correlated with EQ VAS and SIBDQ and was negatively correlated with HBI and SCCAI disease-activity scores.,Pc5fa68dfcef0:O1 | Pc5fa68dfcef0:O2 | Pc5fa68dfcef0:O4 | Pc5fa68dfcef0:O5,4
Pc5fa68dfcef0:FD6,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L utility index,PREFERENCE_OR_UTILITY,Utility declined as disease activity increased in both Crohn's disease and ulcerative colitis; patients with quiescent disease had values close to the general population.,Pc5fa68dfcef0:O1 | Pc5fa68dfcef0:O5,2
Pc5fa68dfcef0:FD7,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L utility index,PREFERENCE_OR_UTILITY,"In adjusted Tobit models, SIBDQ and disease activity were the main predictors of utility; SIBDQ, age, surgery history, and disease activity predicted EQ VAS, with a gender-by-SIBDQ interaction for EQ VAS.",Pc5fa68dfcef0:O1 | Pc5fa68dfcef0:O2,0
Pc5fa68dfcef0:FD8,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,Sample representativeness and effect of demographic weighting,METHOD_PERFORMANCE_OR_DATA_QUALITY,"The sample over-represented younger adults and women and under-represented adults aged 55 years or older; weighting to the EPIMAD age, gender, and IBD distribution increased overall utility only slightly.",Pc5fa68dfcef0:O6,1
Pc5fa68dfcef0:FD9,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L dimension levels and health-state profiles,HEALTH_STATUS_OR_EQ_VAS,"The study observed 306 of 3,125 possible EQ-5D-5L health states; the full-health profile 11111 was less common than in the French general population.",Pc5fa68dfcef0:O3,1
Pc60a10213040:F1,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,"The wheelchair familiarisation example failed to function as the intended better-than-dead state for many early pilot participants, so the team replaced it with a migraine example while preserving the task sequence and quality-control criteria.",Pc60a10213040:TD1,1
Pc60a10213040:F10,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,The adapted EQ-VT 2.1 interview process was feasible and culturally acceptable in the Egyptian sample while retaining the protocol structure and quality-control process.,,0
Pc60a10213040:F11,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,"The authors reported that the four-stage interviewer training process, including interviews with interviewers before formal training, had a positive effect on training and the subsequent interview process.",,0
Pc60a10213040:F2,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,Ambiguous Arabic wording made levels 4 and 5 difficult to distinguish in the pain/discomfort and anxiety/depression dimensions; traffic-light colour coding was used to identify all five severity levels.,Pc60a10213040:IU5,0
Pc60a10213040:F3,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,Pictorial dimension representations and coloured severity cards enabled interviewer-assisted cTTO and DCE tasks for participants who could not read the text-based states.,Pc60a10213040:PROD2,1
Pc60a10213040:F4,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,Most participants reported no conflict between the valuation tasks and their religious beliefs and reported that religion did not influence their valuation responses.,Pc60a10213040:FAC2,2
Pc60a10213040:F5,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,Most participants preferred a healthy life regardless of length to a long life regardless of quality; becoming a burden on family or friends was the most frequent concern about serious illness.,,3
Pc60a10213040:F6,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,"Mobility was most often ranked as the most important EQ-5D dimension, ahead of anxiety/depression, usual activities, self-care, and pain/discomfort.",,5
Pc60a10213040:F7,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,"Incomplete interviews were most often attributed to religious beliefs, inability to understand the tasks, or interview length.",,4
Pc60a10213040:F8,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,"The study observed a relatively high share of worse-than-dead responses in Egypt, but the authors found religious objection was not a major concern for most participants.",Pc60a10213040:CON1,1
Pc60a10213040:F9,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,,,"The sample differed from national statistics for several background characteristics, but it retained the demographic diversity required by the researchers.",,0
